    ,visit_id         ,site_url                        ,site_rank ,complete ,banners ,interaction    ,clicked        ,count_fp ,count_tp ,count_tr
  0 ,3655498787033561 ,https://mail.ru                 ,        0 ,True     ,      1 ,No interaction ,No interaction ,      19 ,      18 ,       2
  3 ,2478062572311414 ,https://digicert.com            ,        3 ,True     ,      1 ,No interaction ,No interaction ,      35 ,      18 ,       4
  5 ,7487160729005480 ,https://teamviewer.com          ,        5 ,True     ,      1 ,No interaction ,No interaction ,       5 ,       0 ,       0
  6 ,5558667940290608 ,https://amazon.co.uk            ,        6 ,True     ,      1 ,No interaction ,No interaction ,       7 ,       1 ,       1
  7 ,3344376045039942 ,https://hp.com                  ,        7 ,True     ,      1 ,No interaction ,No interaction ,       8 ,       0 ,       0
  8 ,3988175899992471 ,https://aliyun.com              ,        8 ,True     ,      1 ,No interaction ,No interaction ,       2 ,      21 ,       3
  9 ,6869971166118623 ,https://rackspace.com           ,        9 ,True     ,      1 ,No interaction ,No interaction ,      26 ,      28 ,       6
 10 ,3110150031673036 ,https://freepik.com             ,       10 ,True     ,      1 ,No interaction ,No interaction ,      27 ,      20 ,       9
 11 ,6178407618192923 ,https://springer.com            ,       11 ,True     ,      1 ,No interaction ,No interaction ,       2 ,       0 ,       0
 12 , 534278063538077 ,https://nature.com              ,       12 ,True     ,      1 ,No interaction ,No interaction ,       5 ,       0 ,       0
 14 ,5519463594017293 ,https://surveymonkey.com        ,       14 ,True     ,      1 ,No interaction ,No interaction ,      28 ,      42 ,      28
 16 ,5600329365373185 ,https://nvidia.com              ,       16 ,True     ,      1 ,No interaction ,No interaction ,      40 ,      67 ,      38
 17 ,6006821627422441 ,https://imgsmail.ru             ,       17 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      37 ,       2
 18 ,5545613267779608 ,https://verisign.com            ,       18 ,True     ,      1 ,No interaction ,No interaction ,       3 ,       0 ,       0
 19 ,2759065440588615 ,https://swrve.com               ,       19 ,True     ,      1 ,No interaction ,No interaction ,       7 ,       0 ,       0
 20 ,7517509201300656 ,https://businesswire.com        ,       20 ,True     ,      1 ,No interaction ,No interaction ,      14 ,       8 ,       0
 21 ,7118951200784759 ,https://deloitte.com            ,       21 ,True     ,      1 ,No interaction ,No interaction ,      15 ,      23 ,      13
 23 ,3282801989108135 ,https://docker.com              ,       23 ,True     ,      1 ,No interaction ,No interaction ,      12 ,       9 ,       0
 24 ,2441546785131864 ,https://ebay.co.uk              ,       24 ,True     ,      1 ,No interaction ,No interaction ,      20 ,      11 ,       0
 26 ,6752989884352864 ,https://plos.org                ,       26 ,True     ,      1 ,No interaction ,No interaction ,       3 ,       2 ,       0
 28 ,5274875423207517 ,https://bmj.com                 ,       28 ,True     ,      1 ,No interaction ,No interaction ,      27 ,      14 ,       5
 29 , 876908850992309 ,https://getpocket.com           ,       29 ,True     ,      1 ,No interaction ,No interaction ,       8 ,       0 ,       0
 30 ,2048527361551870 ,https://supersonicads.com       ,       30 ,True     ,      1 ,No interaction ,No interaction ,       3 ,      37 ,       0
 31 ,7822333992207095 ,https://gartner.com             ,       31 ,True     ,      1 ,No interaction ,No interaction ,      28 ,      21 ,      10
 33 ,3402008684078962 ,https://teads.tv                ,       33 ,True     ,      1 ,No interaction ,No interaction ,       0 ,       2 ,       0
 34 , 426401124680618 ,https://ultradns.com            ,       34 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      29 ,       1
 36 , 172543811721207 ,https://blackboard.com          ,       36 ,True     ,      1 ,No interaction ,No interaction ,       6 ,       1 ,       1
 38 ,4392261262914568 ,https://slate.com               ,       38 ,True     ,      1 ,No interaction ,No interaction ,      41 ,     208 ,     171
 39 ,2302346521471693 ,https://amplitude.com           ,       39 ,True     ,      1 ,No interaction ,No interaction ,      25 ,      15 ,       2
 40 ,2597377024608303 ,https://thelancet.com           ,       40 ,True     ,      1 ,No interaction ,No interaction ,      11 ,       2 ,       1
 41 ,1153445882169970 ,https://ey.com                  ,       41 ,True     ,      1 ,No interaction ,No interaction ,       0 ,       5 ,       0
 42 ,5989588884945265 ,https://symantec.com            ,       42 ,True     ,      1 ,No interaction ,No interaction ,       0 ,       7 ,       0
 45 ,8388534247511570 ,https://onetrust.com            ,       45 ,True     ,      1 ,No interaction ,No interaction ,       3 ,       0 ,       0
 46 ,4134600949079671 ,https://contextweb.com          ,       46 ,True     ,      1 ,No interaction ,No interaction ,       3 ,      23 ,       1
 48 , 249238083882649 ,https://discogs.com             ,       48 ,True     ,      1 ,No interaction ,No interaction ,      32 ,      44 ,      30
 49 ,6484688930637239 ,https://rackspacecloud.com      ,       49 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      53 ,       6
 50 ,2197000270156435 ,https://gumgum.com              ,       50 ,True     ,      1 ,No interaction ,No interaction ,       7 ,       3 ,       0
 52 ,6805635872006943 ,https://pendo.io                ,       52 ,True     ,      1 ,No interaction ,No interaction ,      31 ,      16 ,       2
 53 ,5724572125439487 ,https://agora.io                ,       53 ,True     ,      1 ,No interaction ,No interaction ,       5 ,       0 ,       0
 54 ,4442967823156610 ,https://databricks.com          ,       54 ,True     ,      1 ,No interaction ,No interaction ,      35 ,      28 ,      12
 56 ,2324863430800505 ,https://mitre.org               ,       56 ,True     ,      1 ,No interaction ,No interaction ,       0 ,       1 ,       0
 57 , 858458722137654 ,https://acm.org                 ,       57 ,True     ,      1 ,No interaction ,No interaction ,       2 ,       3 ,       0
 59 ,8077123236006113 ,https://ssrn.com                ,       59 ,True     ,      1 ,No interaction ,No interaction ,       6 ,       0 ,       0
 61 ,8705637024160355 ,https://goguardian.com          ,       61 ,True     ,      1 ,No interaction ,No interaction ,      16 ,      36 ,      17
 62 ,6485857721940352 ,https://newscientist.com        ,       62 ,True     ,      1 ,No interaction ,No interaction ,      41 ,     231 ,     198
 63 ,6854925054744299 ,https://gotinder.com            ,       63 ,True     ,      1 ,No interaction ,No interaction ,       0 ,       2 ,       0
 64 ,6534562717402437 ,https://trustarc.com            ,       64 ,True     ,      1 ,No interaction ,No interaction ,      29 ,      12 ,       0
 65 ,1373244080201860 ,https://fifa.com                ,       65 ,True     ,      1 ,No interaction ,No interaction ,       1 ,       0 ,       0
 66 , 296685376355050 ,https://viber.com               ,       66 ,True     ,      1 ,No interaction ,No interaction ,       7 ,       1 ,       0
 67 ,2387127390367580 ,https://helpshift.com           ,       67 ,True     ,      1 ,No interaction ,No interaction ,      34 ,      33 ,      17
 69 ,  79968636190029 ,https://truste.com              ,       69 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      41 ,       0
 70 ,5010426923923964 ,https://wufoo.com               ,       70 ,True     ,      1 ,No interaction ,No interaction ,       7 ,      18 ,       7
 72 ,4583167340117560 ,https://osu.edu                 ,       72 ,True     ,      1 ,No interaction ,No interaction ,      19 ,       1 ,       0
 73 ,2370425456776679 ,https://mimecast.com            ,       73 ,True     ,      1 ,No interaction ,No interaction ,      22 ,      39 ,      18
 74 ,5500215406141093 ,https://technologyreview.com    ,       74 ,True     ,      1 ,No interaction ,No interaction ,      28 ,      50 ,      32
 75 , 589709804518878 ,https://pubnub.com              ,       75 ,True     ,      1 ,No interaction ,No interaction ,      23 ,      20 ,      11
 76 ,1687065615820265 ,https://adtelligent.com         ,       76 ,True     ,      1 ,No interaction ,No interaction ,      14 ,      10 ,       0
 78 ,6270645881588331 ,https://algolianet.com          ,       78 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      69 ,      15
 80 ,7990197071055023 ,https://ico.org.uk              ,       80 ,True     ,      1 ,No interaction ,No interaction ,       1 ,       0 ,       0
 81 ,5890641236437465 ,https://playrix.com             ,       81 ,True     ,      1 ,No interaction ,No interaction ,       3 ,       0 ,       0
 82 , 562232086439072 ,https://cancer.org              ,       82 ,True     ,      1 ,No interaction ,No interaction ,      31 ,      59 ,      35
 84 ,8458266628583874 ,https://inmobi.com              ,       84 ,True     ,      1 ,No interaction ,No interaction ,      10 ,       9 ,       2
 85 ,3434209130563148 ,https://thomsonreuters.com      ,       85 ,True     ,      1 ,No interaction ,No interaction ,      35 ,      43 ,      25
 86 ,1572530416615472 ,https://zend.com                ,       86 ,True     ,      1 ,No interaction ,No interaction ,      23 ,      11 ,       3
 87 ,3569607604780860 ,https://thawte.com              ,       87 ,True     ,      1 ,No interaction ,No interaction ,      21 ,      10 ,       4
 89 ,6759948230694029 ,https://cell.com                ,       89 ,True     ,      1 ,No interaction ,No interaction ,      10 ,       1 ,       1
 91 ,2336003558602206 ,https://strava.com              ,       91 ,True     ,      1 ,No interaction ,No interaction ,       5 ,       1 ,       0
 92 ,6764177551456589 ,https://broadcom.com            ,       92 ,True     ,      1 ,No interaction ,No interaction ,       7 ,       1 ,       0
 93 ,6197285452039282 ,https://adweek.com              ,       93 ,True     ,      1 ,No interaction ,No interaction ,      39 ,      74 ,      64
 94 ,8630867251445845 ,https://docusign.com            ,       94 ,True     ,      1 ,No interaction ,No interaction ,      18 ,      35 ,      15
 97 ,7087445103984829 ,https://segment.io              ,       97 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      51 ,      39
 98 ,2053129277976393 ,https://mastercard.com          ,       98 ,True     ,      1 ,No interaction ,No interaction ,       0 ,       4 ,       0
101 ,7020824001963392 ,https://tribalfusion.com        ,      101 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      14 ,       1
102 ,6738907552004022 ,https://innovid.com             ,      102 ,True     ,      1 ,No interaction ,No interaction ,       8 ,      17 ,      11
103 ,1932459598494654 ,https://epam.com                ,      103 ,True     ,      1 ,No interaction ,No interaction ,      24 ,       6 ,       0
108 ,2959663543164908 ,https://dxc.com                 ,      108 ,True     ,      1 ,No interaction ,No interaction ,      27 ,      12 ,      11
110 ,6725731151908367 ,https://king.com                ,      110 ,True     ,      1 ,No interaction ,No interaction ,       6 ,       0 ,       0
111 ,4464750416091216 ,https://segment.com             ,      111 ,True     ,      0 ,No interaction ,No interaction ,      38 ,      13 ,       1
113 ,4346751018600311 ,https://avg.com                 ,      113 ,True     ,      1 ,No interaction ,No interaction ,      21 ,      38 ,      37
116 ,6726081950146342 ,https://worldcat.org            ,      116 ,True     ,      1 ,No interaction ,No interaction ,       9 ,      15 ,      11
118 ,3111310359260908 ,https://esa.int                 ,      118 ,True     ,      1 ,No interaction ,No interaction ,       2 ,       0 ,       0
119 ,5991288967961191 ,https://premierleague.com       ,      119 ,True     ,      1 ,No interaction ,No interaction ,       3 ,       3 ,       2
120 ,6247183191069656 ,https://tinder.com              ,      120 ,True     ,      1 ,No interaction ,No interaction ,       2 ,       0 ,       0
121 ,3704687645634036 ,https://breitbart.com           ,      121 ,True     ,      1 ,No interaction ,No interaction ,      22 ,     101 ,      90
122 ,4965991319284433 ,https://goal.com                ,      122 ,True     ,      1 ,No interaction ,No interaction ,       7 ,     239 ,     217
123 ,6596781372756429 ,https://tapjoy.com              ,      123 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      44 ,       6
124 , 749282387816879 ,https://comodo.com              ,      124 ,True     ,      2 ,No interaction ,No interaction ,      17 ,      41 ,      27
126 ,1386969030676885 ,https://eyeota.net              ,      126 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      28 ,       5
129 ,4880093412582693 ,https://adyen.com               ,      129 ,True     ,      1 ,No interaction ,No interaction ,       9 ,       1 ,       0
131 ,3326260120528490 ,https://iubenda.com             ,      131 ,True     ,      1 ,No interaction ,No interaction ,       5 ,       0 ,       0
133 , 265855017902803 ,https://shadowserver.org        ,      133 ,True     ,      1 ,No interaction ,No interaction ,       0 ,       1 ,       0
134 ,8823962140058393 ,https://scoop.it                ,      134 ,True     ,      1 ,No interaction ,No interaction ,       3 ,       2 ,       0
135 , 231181943419740 ,https://siteground.com          ,      135 ,True     ,      1 ,No interaction ,No interaction ,       9 ,       3 ,       0
136 ,7949068602695390 ,https://superuser.com           ,      136 ,True     ,      1 ,No interaction ,No interaction ,       1 ,       1 ,       0
140 ,5755731557157161 ,https://senderscore.com         ,      140 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      33 ,       2
141 ,8922536219362156 ,https://greenhouse.io           ,      141 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      82 ,      28
142 ,8717918804003719 ,https://mynavi.jp               ,      142 ,True     ,      1 ,No interaction ,No interaction ,       7 ,       0 ,       0
143 ,6573034604916111 ,https://fujitsu.com             ,      143 ,True     ,      1 ,No interaction ,No interaction ,      14 ,      18 ,       7
144 ,3004590824445500 ,https://lnk.to                  ,      144 ,True     ,      1 ,No interaction ,No interaction ,       0 ,       3 ,       0
147 , 486874810157385 ,https://mimecast.net            ,      147 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      61 ,      18
148 ,2273345597917709 ,https://gmu.edu                 ,      148 ,True     ,      1 ,No interaction ,No interaction ,      15 ,      21 ,      10
150 ,8666822415010476 ,https://sendinblue.com          ,      150 ,True     ,      1 ,No interaction ,No interaction ,       1 ,      32 ,       0
151 ,5481864284566379 ,https://nhl.com                 ,      151 ,True     ,      1 ,No interaction ,No interaction ,      16 ,      17 ,      13
153 ,2295442193817038 ,https://siteground.biz          ,      153 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      12 ,       0
154 ,5070049304376847 ,https://smartthings.com         ,      154 ,True     ,      1 ,No interaction ,No interaction ,       1 ,       0 ,       0
155 ,7373722663979745 ,https://sketchup.com            ,      155 ,True     ,      1 ,No interaction ,No interaction ,      28 ,      20 ,       3
156 ,7456245093286238 ,https://askubuntu.com           ,      156 ,True     ,      1 ,No interaction ,No interaction ,       1 ,       1 ,       0
159 ,3719859324992459 ,https://kaltura.com             ,      159 ,True     ,      1 ,No interaction ,No interaction ,       2 ,       0 ,       0
161 ,8302283119348605 ,https://unimelb.edu.au          ,      161 ,True     ,      1 ,No interaction ,No interaction ,       8 ,       0 ,       0
163 ,6717747487030485 ,https://flashscore.com          ,      163 ,True     ,      1 ,No interaction ,No interaction ,       6 ,       1 ,       0
164 ,2770274730677790 ,https://mendeley.com            ,      164 ,True     ,      1 ,No interaction ,No interaction ,       2 ,       0 ,       0
165 ,8727893895110732 ,https://elsevierhealth.com      ,      165 ,True     ,      1 ,No interaction ,No interaction ,      16 ,       0 ,       0
166 ,2373890020352769 ,https://lilly.com               ,      166 ,True     ,      1 ,No interaction ,No interaction ,       7 ,       3 ,       0
167 ,1473332270890017 ,https://pb.com                  ,      167 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      39 ,       8
168 ,7154863027864308 ,https://nap.edu                 ,      168 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      15 ,       0
169 ,7459943995818667 ,https://deltadna.net            ,      169 ,True     ,      1 ,No interaction ,No interaction ,       2 ,       0 ,       0
170 ,2380662506907325 ,https://home.kpmg               ,      170 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      14 ,       0
171 ,5164031561756775 ,https://isipp.com               ,      171 ,True     ,      1 ,No interaction ,No interaction ,      19 ,       1 ,       0
172 , 167294049645260 ,https://sqills.com              ,      172 ,True     ,      1 ,No interaction ,No interaction ,       5 ,       0 ,       0
173 ,5238979729554266 ,https://imperial.ac.uk          ,      173 ,True     ,      1 ,No interaction ,No interaction ,       5 ,       0 ,       0
175 ,2288657336983527 ,https://doodle.com              ,      175 ,True     ,      1 ,No interaction ,No interaction ,      10 ,       0 ,       0
176 ,2769133005915089 ,https://oclc.org                ,      176 ,True     ,      1 ,No interaction ,No interaction ,       2 ,       0 ,       0
179 ,2084967606143216 ,https://vertamedia.com          ,      179 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      24 ,      14
181 ,4731382396290797 ,https://pandasecurity.com       ,      181 ,True     ,      1 ,No interaction ,No interaction ,       6 ,       1 ,       1
182 ,3465069139727856 ,https://hltv.org                ,      182 ,True     ,      1 ,No interaction ,No interaction ,      13 ,       1 ,       0
183 ,4152304323125719 ,https://pantheonsite.io         ,      183 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      79 ,      25
184 ,3599163011264949 ,https://barracudanetworks.com   ,      184 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      45 ,       8
185 ,3247865325341048 ,https://military.com            ,      185 ,True     ,      1 ,No interaction ,No interaction ,      17 ,      33 ,      21
187 ,7681494817753642 ,https://justpremium.com         ,      187 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      10 ,       7
188 ,7317228670890172 ,https://ccleaner.com            ,      188 ,True     ,      1 ,No interaction ,No interaction ,      25 ,       8 ,       0
192 ,3568941486142684 ,https://urbanairship.com        ,      192 ,True     ,      1 ,No interaction ,No interaction ,       0 ,       6 ,       1
195 ,3030537410653789 ,https://splunk.com              ,      195 ,True     ,      1 ,No interaction ,No interaction ,      42 ,      53 ,      27
196 ,1696588540289653 ,https://rightmove.co.uk         ,      196 ,True     ,      1 ,No interaction ,No interaction ,      10 ,       0 ,       0
199 ,3947085448684365 ,https://domain.com              ,      199 ,True     ,      1 ,No interaction ,No interaction ,      32 ,      18 ,      15
200 ,1141767593400982 ,https://watchguard.com          ,      200 ,True     ,      1 ,No interaction ,No interaction ,       6 ,       0 ,       0
201 ,6690309426766371 ,https://hik-connect.com         ,      201 ,True     ,      1 ,No interaction ,No interaction ,       5 ,       0 ,       0
202 ,4016307503702519 ,https://exoclick.com            ,      202 ,True     ,      1 ,No interaction ,No interaction ,       1 ,       0 ,       0
204 ,6867367597835068 ,https://onaudience.com          ,      204 ,True     ,      1 ,No interaction ,No interaction ,       0 ,       1 ,       0
205 ,6380299616832351 ,https://avid.com                ,      205 ,True     ,      1 ,No interaction ,No interaction ,       8 ,      61 ,      43
206 ,7669156975671424 ,https://narvar.com              ,      206 ,True     ,      1 ,No interaction ,No interaction ,      13 ,      12 ,       1
207 ,5432217819686785 ,https://ets.org                 ,      207 ,True     ,      1 ,No interaction ,No interaction ,      26 ,      16 ,       1
209 ,8241307387157714 ,https://ons.gov.uk              ,      209 ,True     ,      1 ,No interaction ,No interaction ,       1 ,       0 ,       0
210 ,2615433322008858 ,https://rioseo.com              ,      210 ,True     ,      1 ,No interaction ,No interaction ,      19 ,       9 ,       1
216 ,6777799169329491 ,https://geotrust.com            ,      216 ,True     ,      1 ,No interaction ,No interaction ,      24 ,      12 ,       4
217 ,2735614397860497 ,https://mariadb.org             ,      217 ,True     ,      1 ,No interaction ,No interaction ,       0 ,       3 ,       0
219 ,3857068111226679 ,https://sabre.com               ,      219 ,True     ,      1 ,No interaction ,No interaction ,      26 ,      21 ,      11
220 ,6778041251123263 ,https://truecaller.com          ,      220 ,True     ,      1 ,No interaction ,No interaction ,       0 ,       0 ,       0
222 ,7784840904186012 ,https://myfonts.com             ,      222 ,True     ,      1 ,No interaction ,No interaction ,      49 ,      30 ,      16
224 ,7997889726269547 ,https://tfl.gov.uk              ,      224 ,True     ,      1 ,No interaction ,No interaction ,       2 ,       4 ,       4
226 ,2284955746836298 ,https://quovadisglobal.com      ,      226 ,True     ,      1 ,No interaction ,No interaction ,      20 ,       8 ,       4
227 ,  69173989701377 ,https://active.com              ,      227 ,True     ,      1 ,No interaction ,No interaction ,      51 ,     146 ,     120
228 ,5121985049695386 ,https://fantasypros.com         ,      228 ,True     ,      1 ,No interaction ,No interaction ,      13 ,     113 ,     100
229 ,3395602765550585 ,https://eurogamer.net           ,      229 ,True     ,      1 ,No interaction ,No interaction ,       6 ,       0 ,       0
230 ,7655727090002160 ,https://siteground.us           ,      230 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      12 ,       0
231 ,8730262331074137 ,https://match.com               ,      231 ,True     ,      1 ,No interaction ,No interaction ,       8 ,       3 ,       0
234 ,6328426938212589 ,https://freepik.es              ,      234 ,True     ,      1 ,No interaction ,No interaction ,      28 ,      19 ,       9
237 ,2646831360627224 ,https://eagleeyenetworks.com    ,      237 ,True     ,      1 ,No interaction ,No interaction ,       0 ,      43 ,       0
238 ,8880045699642469 ,https://aap.org                 ,      238 ,True     ,      1 ,No interaction ,No interaction ,      22 ,      16 ,      10
239 ,4432338214669718 ,https://seagate.com             ,      239 ,True     ,      1 ,No interaction ,No interaction ,      14 ,       5 ,       4
240 ,4001910019083804 ,https://kcl.ac.uk               ,      240 ,True     ,      1 ,No interaction ,No interaction ,       1 ,       0 ,       0
241 ,3670684022124849 ,https://snowflake.com           ,      241 ,True     ,      1 ,No interaction ,No interaction ,      15 ,      28 ,      20
242 ,2208678385692895 ,https://esri.com                ,      242 ,True     ,      1 ,No interaction ,No interaction ,      27 ,      30 ,      20
243 ,6649261822196372 ,https://tappx.com               ,      243 ,True     ,      1 ,No interaction ,No interaction ,       7 ,       0 ,       0
246 ,5612965937169950 ,https://apptimize.com           ,      246 ,True     ,      1 ,No interaction ,No interaction ,       4 ,       2 ,       1
247 ,8397575439436726 ,https://serverfault.com         ,      247 ,True     ,      1 ,No interaction ,No interaction ,       1 ,       1 ,       0
248 , 812819340175193 ,https://nationalarchives.gov.uk ,      248 ,True     ,      1 ,No interaction ,No interaction ,       1 ,       0 ,       0
253 ,7305857215920350 ,https://vodafone.com            ,      253 ,True     ,      1 ,No interaction ,No interaction ,       1 ,       0 ,       0
254 ,7831584087051595 ,https://workable.com            ,      254 ,True     ,      1 ,No interaction ,No interaction ,      27 ,      14 ,       2
255 ,5756089662346896 ,https://mail.ru                 , 10000000 ,True     ,      1 ,Accept         ,Accepted       ,      21 ,      21 ,       2
258 ,7272237764724611 ,https://digicert.com            , 10000003 ,True     ,      1 ,Accept         ,Accepted       ,      36 ,      18 ,       4
259 ,6157027560170491 ,https://stackoverflow.com       , 10000004 ,True     ,      1 ,Accept         ,Accepted       ,       6 ,       0 ,       0
260 ,4071764654133017 ,https://teamviewer.com          , 10000005 ,True     ,      1 ,Accept         ,Accepted       ,      17 ,      16 ,       5
261 , 109478072578741 ,https://amazon.co.uk            , 10000006 ,True     ,      1 ,Accept         ,Accepted       ,       7 ,       1 ,       1
262 ,1321444202538279 ,https://hp.com                  , 10000007 ,True     ,      1 ,Accept         ,Accepted       ,      32 ,      35 ,      26
263 ,8246916137168049 ,https://aliyun.com              , 10000008 ,True     ,      1 ,Accept         ,Accepted       ,       2 ,      50 ,       3
264 ,6449906558184429 ,https://rackspace.com           , 10000009 ,True     ,      1 ,Accept         ,Accepted       ,      27 ,      27 ,       6
265 ,8991822368267063 ,https://freepik.com             , 10000010 ,True     ,      1 ,Accept         ,Accepted       ,      28 ,      19 ,       9
266 , 516153781199666 ,https://springer.com            , 10000011 ,True     ,      1 ,Accept         ,Accepted       ,      13 ,       0 ,       0
267 ,7987409743049794 ,https://nature.com              , 10000012 ,True     ,      1 ,Accept         ,Accepted       ,      19 ,      66 ,      50
269 ,3545080131392742 ,https://surveymonkey.com        , 10000014 ,True     ,      1 ,Accept         ,Accepted       ,      30 ,      47 ,      33
271 ,6843321667914758 ,https://nvidia.com              , 10000016 ,True     ,      1 ,Accept         ,Accepted       ,      42 ,      67 ,      39
272 ,1949075772028041 ,https://imgsmail.ru             , 10000017 ,True     ,      1 ,Accept         ,Accepted       ,       0 ,      41 ,       2
273 ,2463652961536897 ,https://verisign.com            , 10000018 ,True     ,      1 ,Accept         ,Accepted       ,       4 ,       0 ,       0
274 ,3242131485047731 ,https://swrve.com               , 10000019 ,True     ,      1 ,Accept         ,Accepted       ,      11 ,       6 ,       0
275 ,5197254349278446 ,https://businesswire.com        , 10000020 ,True     ,      1 ,Accept         ,Accepted       ,      15 ,       8 ,       0
276 ,4562020151127774 ,https://deloitte.com            , 10000021 ,True     ,      1 ,Accept         ,Accepted       ,      17 ,      23 ,      13
278 ,8632594928658118 ,https://docker.com              , 10000023 ,True     ,      1 ,Accept         ,Accepted       ,      14 ,       9 ,       0
279 ,7162926778772725 ,https://ebay.co.uk              , 10000024 ,True     ,      1 ,Accept         ,Accepted       ,      20 ,      11 ,       0
281 ,8362327560848346 ,https://plos.org                , 10000026 ,True     ,      1 ,Accept         ,Accepted       ,       4 ,       2 ,       0
283 ,5230776223288651 ,https://bmj.com                 , 10000028 ,True     ,      1 ,Accept         ,Accepted       ,      15 ,       4 ,       1
284 ,6353060589776337 ,https://getpocket.com           , 10000029 ,True     ,      1 ,Accept         ,Accepted       ,       9 ,       0 ,       0
285 ,4715726136196376 ,https://supersonicads.com       , 10000030 ,True     ,      1 ,Accept         ,Accepted       ,       3 ,      37 ,       0
286 ,4914088872737370 ,https://gartner.com             , 10000031 ,True     ,      1 ,Accept         ,Accepted       ,      29 ,      20 ,      10
288 ,6939399704830547 ,https://teads.tv                , 10000033 ,True     ,      1 ,Accept         ,Accepted       ,       0 ,      13 ,       0
289 ,1774097732901141 ,https://ultradns.com            , 10000034 ,True     ,      1 ,Accept         ,Accepted       ,       0 ,      35 ,       1
291 ,5721535902913601 ,https://blackboard.com          , 10000036 ,True     ,      1 ,Accept         ,Accepted       ,      21 ,      12 ,       3
294 ,2319168357401887 ,https://amplitude.com           , 10000039 ,True     ,      1 ,Accept         ,Accepted       ,      19 ,      15 ,       2
295 ,5086179773714444 ,https://thelancet.com           , 10000040 ,True     ,      1 ,Accept         ,Accepted       ,      23 ,       9 ,       5
296 ,1894149162702964 ,https://ey.com                  , 10000041 ,True     ,      1 ,Accept         ,Accepted       ,      13 ,      17 ,       6
297 ,8768896885786206 ,https://symantec.com            , 10000042 ,True     ,      1 ,Accept         ,Accepted       ,       0 ,       8 ,       0
300 ,7373037604293269 ,https://onetrust.com            , 10000045 ,True     ,      1 ,Accept         ,Accepted       ,       5 ,       4 ,       1
301 ,2247167448640997 ,https://contextweb.com          , 10000046 ,True     ,      1 ,Accept         ,Accepted       ,       3 ,      25 ,       1
303 ,2952482147881296 ,https://discogs.com             , 10000048 ,True     ,      1 ,Accept         ,Accepted       ,      33 ,      47 ,      33
304 ,8663237329616590 ,https://rackspacecloud.com      , 10000049 ,True     ,      1 ,Accept         ,Accepted       ,       0 ,      54 ,       6
305 ,4308399476420692 ,https://gumgum.com              , 10000050 ,True     ,      1 ,Accept         ,Accepted       ,      13 ,       9 ,       0
307 ,6292002908132362 ,https://pendo.io                , 10000052 ,True     ,      1 ,Accept         ,Accepted       ,      32 ,      16 ,       2
308 ,5097436372669040 ,https://agora.io                , 10000053 ,True     ,      1 ,Accept         ,Accepted       ,      22 ,      15 ,       5
311 ,2269938019879238 ,https://mitre.org               , 10000056 ,True     ,      1 ,Accept         ,Accepted       ,       8 ,      12 ,       0
312 ,5780544546333467 ,https://acm.org                 , 10000057 ,True     ,      1 ,Accept         ,Accepted       ,       2 ,       3 ,       0
314 ,3720939423686130 ,https://ssrn.com                , 10000059 ,True     ,      1 ,Accept         ,Accepted       ,      10 ,       4 ,       4
316 ,6309116564334038 ,https://goguardian.com          , 10000061 ,True     ,      1 ,Accept         ,Accepted       ,      17 ,      34 ,      15
317 ,6184567903746719 ,https://newscientist.com        , 10000062 ,True     ,      1 ,Accept         ,Accepted       ,      44 ,     214 ,     190
318 ,  12422989380750 ,https://gotinder.com            , 10000063 ,True     ,      1 ,Accept         ,Accepted       ,       0 ,      13 ,       0
319 ,1535181873276191 ,https://trustarc.com            , 10000064 ,True     ,      1 ,Accept         ,Accepted       ,      34 ,      12 ,       0
320 ,7222939735171624 ,https://fifa.com                , 10000065 ,True     ,      1 ,Accept         ,Accepted       ,       9 ,      11 ,       5
321 ,3838551500002471 ,https://viber.com               , 10000066 ,True     ,      1 ,Accept         ,Accepted       ,       8 ,       1 ,       0
322 ,5753844651011469 ,https://helpshift.com           , 10000067 ,True     ,      1 ,Accept         ,Accepted       ,      35 ,      36 ,      17
324 ,2552860319873483 ,https://truste.com              , 10000069 ,True     ,      1 ,Accept         ,Accepted       ,       0 ,      46 ,       0
325 ,7127540284162370 ,https://wufoo.com               , 10000070 ,True     ,      1 ,Accept         ,Accepted       ,       8 ,      20 ,       9
